1. newxh  [メリークリスマス！]    [タイトーステーション所沢店@埼玉県@関東] Score: 1763000000 
805. KC_puz7  [タイトーLOVE]    [ゲームランド　サンキング水沢店@岩手県@東北] Score: 1189149703 
806. TOBINE  [漆黒の堕天使]    [マックスプラザ善通寺@香川県@四国] Score: 1188580718 
807. Rakkyo  [I love "Five to Seven"]    [イミグランデ上永谷店@神奈川県@関東] Score: 1188400976 
808. ARROW  [Ｓ＋級ラーメン]    [ラウンドワン浜大津アーカス店@滋賀県@近畿] Score: 1187868239 
809. Pa.Chink  [血界神]    [ナムコランド広島店@広島県@中国] Score: 1187608804 
810. KURORO*  [S級上杉謙信]    [タイトーステーション国分寺店@東京都@関東] Score: 1187478877 
811. nogi  [StargazeR GoD]    [シルクハット川崎ダイス@神奈川県@関東] Score: 1187253013 
812. JUN  [Ｓ＋級グラタン]    [ユーズランド倉敷店@岡山県@中国] Score: 1186843524 
813. SASUBE  [Keep the King]    [タイトーステーション難波店@大阪府@近畿] Score: 1186533225 
814. DDR!?  [Sampling Masters]    [セガ池袋ギーゴ@東京都@関東] Score: 1186375310 
815. Break  [破壊神]    [セガ赤羽@東京都@関東] Score: 1186327082 
816. ENE*  [全都道府県完全制覇]    [名古屋レジャーランドささしま店@愛知県@東海] Score: 1185612009 
817. KAS  [GAME MUSIC TRIANGLER]    [ｎａｍｃｏフジグラン宇部店@山口県@中国] Score: 1185584860 
818. Y+zeki  [ヤタガラス・ゴッド]    [ユーズランド太田店@群馬県@関東] Score: 1185438575 
819. JOKER  [夢の支配者]    [カプコンＭＡＲＫ　ＩＳ静岡店@静岡県@東海] Score: 1185164653 
820. Ratikal  [I love STG]    [ROUND1(SILVER CITY GALLERIA)@America@海外] Score: 1184254293 
821. jin  [しわ大王]    [セガ徳島スエヒロボウル@徳島県@四国] Score: 1184055076 
822. clear  [LINK LINK GOD]    [ジャムジャム神栖店@茨城県@関東] Score: 1182627958 
823. AiR-4sol  [Bright God]    [ラウンドワン横浜駅西口店@神奈川県@関東] Score: 1182019480 
824. KIRITO  [サイエンスゴッド]    [MOFUN SEOUL@Korea@海外] Score: 1181877270 
825. ZANGURO  [God noir forever.]    [楽市楽座黒崎店@福岡県@九州] Score: 1181027145 
826. YUJI57  [歌って踊れるゲーマーアイドル]    [ＧＡＭＥ　ＢＡＮＫ　仙台泉店@宮城県@東北] Score: 1180878674 
827. RICE  [初代SSS CLASS]    [ゲームコーナー東部@宮城県@東北] Score: 1180729948 
828. Ellen  [I love "夢現"]    [セガ難波アビオン@大阪府@近畿] Score: 1180204155 
829. Ryota  [練習中]    [セガ伊勢@三重県@東海] Score: 1180102056 
830. PONOKA/K  [I FEEL EDM]    [スポラ菊陽@熊本県@九州] Score: 1179863120 
831. Anon  [永遠の巫女]    [ＣＬＵＢＳＥＧＡ自由ヶ丘@東京都@関東] Score: 1179401842 
832. Yorda  [FEB, 2018 TOP RANKER]    [CHAMELEON AMUSEMENT(CHIAYI)@Taiwan@海外] Score: 1179158499 
833. ARISU  [冬のミクさんマジ天使]    [セガワールド館林@群馬県@関東] Score: 1179100110 
834. muya-!?  [みんなのアイドル]    [プレイランドキング七条店@京都府@近畿] Score: 1178599689 
835. NEIL  [初代☆]    [GAMEZONE(MONG KOK)_h@Hong Kong@海外] Score: 1178159746 
836. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1177743100 
837. HALKEN  [I love 燦]    [TOM'S WORLD(MING YAO)@Taiwan@海外] Score: 1177733996 
838. HiRO  [東方六楽抄]    [タイトーステーション大宮店@埼玉県@関東] Score: 1175990830 
839. HIROMU  [両生類の先生]    [タイトーステーション池袋西口店@東京都@関東] Score: 1175329259 
840. GF  [GROOVER]    [ＩＮＴＥＲ　ＰＡＲＫ　＋１@栃木県@関東] Score: 1175306842 
841. chi.ro  [星の歌姫]    [ゲームプラザセントラル浦安店@千葉県@関東] Score: 1175148849 
842. GENE  [初代A CLASS]    [スーパーノバ会津インター店@福島県@東北] Score: 1174880377 
843. MOLLY  [S+級カニカマ]    [プレイロットジョイ@東京都@関東] Score: 1174055413 
844. YAIBA  [不可能へ挑戦する者]    [モリシア　アミューズパーク@千葉県@関東] Score: 1173904028 
845. RIC  [STORM CAUSER]    [Ｈｅｙ@東京都@関東] Score: 1172781926 
846. fk  [村人A]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1172142758 
847. Astel  [完全なる墨染の神]    [アムネット五反田店@東京都@関東] Score: 1171750335 
848. ethyl  [ポリリズムマスター]    [タイトーステーション大須店@愛知県@東海] Score: 1171125195 
849. Taku_N?  [GROOVER]    [Ｍ’Ｓ　ＰＡＲＫ豊田店@愛知県@東海] Score: 1170420055 
850. Ganghtoo  [わんこそば]    [鉄腕２４　稲毛長沼店@千葉県@関東] Score: 1170418802 
851. ONGR  [アイスクリーム神]    [ゲームチャリオット五井店@千葉県@関東] Score: 1169944398 
852. MG*MOCHI  [魔法少女神]    [セガワールド六地蔵@京都府@近畿] Score: 1169816629 
853. PON*  [救世主]    [セガワールド草津@滋賀県@近畿] Score: 1169788404 
854. ASA.G.  [すっごーい！]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1169546712 
855. Chocola.  [絶望ゴッド]    [アドアーズ大和Ａ館@神奈川県@関東] Score: 1169049978 
856. ER-AKTK  [第四ノ封印ヲ解放セシ者]    [TOM'S WORLD(HUALIEN E33)@Taiwan@海外] Score: 1168551058 
857. CONVERT  [悪魔の妹]    [スポラ菊陽@熊本県@九州] Score: 1168525334 
858. LLBIGAZI  [King of groove frontier.]    [タイトーステーション池袋西口店@東京都@関東] Score: 1166611732 
859. Ryusuke  [WARNING!!]    [タイトーＦステーション博多店@福岡県@九州] Score: 1166451857 
860. Lagphim  [緑眼のジェラシー]    [ラウンドワン浜松店@静岡県@東海] Score: 1165908323 
861. DIKA  [Ｓ＋級うどん]    [ＣＬＵＢＳＥＧＡ自由ヶ丘@東京都@関東] Score: 1165881975 
862. OBOBOA  [技名を叫んでから殴る先生]    [東京レジャーランド秋葉原店@東京都@関東] Score: 1164932381 
863. cammaven  [ヤンキー先生]    [ＧＡＭＥ　ｅｐｒｉｓ@宮城県@東北] Score: 1164295478 
864. Quartet  [しんどい]    [スポラ九品寺@熊本県@九州] Score: 1164282436 
865. zinchan  [天馬と奏でる音楽家]    [ＡＧスクエア石岡店@茨城県@関東] Score: 1164161628 
866. NEXUS  [トリノコシティ・マスター]    [セガ幕張@千葉県@関東] Score: 1163942554 
867. Chaz  [「サブタレイニアンローズ」]    [ROUND1(GRAPEVINE MILLS)@America@海外] Score: 1163917923 
868. kyari  [秘弾「そして誰もいなくなるか？」]    [ハイテクランド　キューデン@東京都@関東] Score: 1163877236 
869. MIKU.39  [Don't stop funky music!]    [ラウンドワン横浜駅西口店@神奈川県@関東] Score: 1163847559 
870. TLINE623  [和歌山勢]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1163637019 
871. 4catr!ce  [God hive of Ra]    [タイトーステーション池袋西口店@東京都@関東] Score: 1163550804 
872. 9kokoiro  [ずんどこずんどこずんどこずんどこ]    [ゲームランド（岡崎）@愛知県@東海] Score: 1163360536 
873. Mary.Mf  [「忘れないよ」]    [アテナ日本橋@大阪府@近畿] Score: 1162181658 
874. akucchi*  [アンノウン・ゴッデス]    [キャッツアイ麻生店@北海道@北海道] Score: 1160417326 
875. mow*2  [Are you ready?]    [ARCADE1@Korea@海外] Score: 1160161289 
876. Reivan  [GROOVER]    [秋葉原ＧｉＧＯ@東京都@関東] Score: 1159826761 
877. pt*fl153  [ダウザーの小さな大将]    [ジャムジャムつくば店@茨城県@関東] Score: 1159296300 
878. GXE10  [死欲の半霊]    [ピンクパンサー那珂店@茨城県@関東] Score: 1158976618 
879. TRAN  [全都道府県完全制覇]    [ＡＭパークジアス上大岡@神奈川県@関東] Score: 1158461056 
880. ShoB+0R.  [普通の高校生]    [金沢メトロポリス@石川県@北陸] Score: 1158349117 
881. Kanon  [練習中]    [ラウンドワン富士店@静岡県@東海] Score: 1157297427 
882. KARAMAKI  [わーい！]    [タイトーＢＩＧＢＯＸ高田馬場店@東京都@関東] Score: 1156698090 
883. E-Z1  [I love t+pazolite]    [ＡＭスポットドリームス@神奈川県@関東] Score: 1155150346 
884. Toaru  [＼ﾁｰﾝ／]    [ＡＧスクエア庄内@山形県@東北] Score: 1155114035 
885. FMNR  [ふたつのARIA]    [スーパーノバ天童@山形県@東北] Score: 1153522579 
886. Kaonori  [アバターマニア]    [ラウンドワン堺中央環状店@大阪府@近畿] Score: 1152853407 
887. KEY.MA  [甘い甘い先生]    [ラウンドワン中川一号線店@愛知県@東海] Score: 1152554222 
888. CHILL*4  [第四回天下一音ゲ祭 ファイナリスト]    [セガ岡崎@愛知県@東海] Score: 1152541637 
889. FeeT  [団子を食べる程に強くなる女王]    [ＮＥＸＴ．ＯＮＥ米沢店@山形県@東北] Score: 1152287757 
890. MOCH  [ウミユリ神]    [ラウンドワンららぽーと湘南平塚@神奈川県@関東] Score: 1151949595 
891. cuberick  [練習中]    [タイトーステーション戸塚西口店@神奈川県@関東] Score: 1151772609 
892. Mr.Z  [FEVER]    [EX10(MBK)@Thailand@海外] Score: 1151689039 
893. MASTER.K  [古びた琴の付喪神]    [ゲームフェスタミタマ@青森県@東北] Score: 1151101580 
894. negigamo  [Shadow God]    [セガ幕張@千葉県@関東] Score: 1149832574 
895. Re:Clear  [世界の傍観者]    [ラウンドワン町田店@東京都@関東] Score: 1148967465 
896. pns  [FEVER! FEVER! FEVER!]    [タイトーステーション上野アメ横@東京都@関東] Score: 1147928914 
897. LuNe  [「プリスティンビート」]    [タイトー小田原シティーモール店@神奈川県@関東] Score: 1145666028 
898. TAYYO+4  [piggy]    [タイトーステーション秋葉原店@東京都@関東] Score: 1145597609 
899. SoLA  [GROOVER]    [ＧＲＥＡ@愛知県@東海] Score: 1145419835 
900. BUUBEE  [ドーモ、グルーヴァー=サン…]    [タイトー　錦糸町楽天地店@東京都@関東] Score: 1144772174 
********************************************************************************************
901. J-psp  [兵庫勢]    [ｎａｍｃｏ三宮店@兵庫県@近畿] Score: 1144405470 
902. BOLUX  [ブローン自走要塞]    [キャッツアイ手稲店@北海道@北海道] Score: 1144345390 
903. KANONE  [正体不明の男]    [ギャラクシーゲート函館@北海道@北海道] Score: 1143957494 
904. Sukurudo  [Starlight Road God]    [キャッツアイ麻生店@北海道@北海道] Score: 1143418535 
905. himiya  [シンドイ・ザ・クイーン]    [ラウンドワン千日前店@大阪府@近畿] Score: 1143338626 
906. Raji  [CERAMIC GOD]    [タイトーＦステーション小山店@栃木県@関東] Score: 1143306500 
907. Retoree  [あたいったら最強ね！]    [アミューズメントエース津田沼店@千葉県@関東] Score: 1142466439 
908. Omeme8e  [萌えキュンソングを世界にお届け！]    [セガ小名浜@福島県@東北] Score: 1142362635 
909. RBA@7777  [もっと愛してー！]    [セガ赤羽@東京都@関東] Score: 1141501931 
910. PLeiaDes  [I love "怪談「カーナビ」"]    [遊スペース　マジカル@兵庫県@近畿] Score: 1141279674 
911. KiRiSaMe  [OMAKENO Kamisama]    [ＳＥＧＡＡＲＥＮＡ中間@福岡県@九州] Score: 1141084592 
912. Radait  [メカクシ団]    [Ｇ－ｓｔａｇｅ飯塚店@福岡県@九州] Score: 1140855082 
913. Ohyang  [宮城勢]    [ビーカム成沢店@山形県@東北] Score: 1139768604 
914. CPA.  [辛子明太子]    [神奈川レジャーランド厚木店@神奈川県@関東] Score: 1139622383 
915. r1845  [GHOST]    [タイトーステーション大宮店@埼玉県@関東] Score: 1138765672 
916. tsuok  [七転八起]    [タイトーステーション難波店@大阪府@近畿] Score: 1138551779 
917. Anzu.F  [EXTREME]    [セガ秋葉原@東京都@関東] Score: 1138500789 
918. M196  [五次元神]    [セガ金山@愛知県@東海] Score: 1138006442 
919. Jun0009  [腹ぺこ]    [タイトーステーション池袋西口店@東京都@関東] Score: 1137136212 
920. TeRA  [つらい]    [ｎａｍｃｏ三宮店@兵庫県@近畿] Score: 1136735511 
921. R@S-Y*MZ  [彼女とデートなうって使っていいよ。]    [タイトーステーション池袋西口店@東京都@関東] Score: 1135764597 
922. Al  [アブストラクト・ゴッデス]    [名古屋レジャーランド大高店@愛知県@東海] Score: 1135620465 
923. DOSAN*  [初PERFECT]    [ラウンドワン川崎大師店@神奈川県@関東] Score: 1135293017 
924. Venom.23  [イノベーター]    [Ｈｅｙ@東京都@関東] Score: 1134132606 
925. FUKUOKA3  [島根勢]    [タイトーステーション秋葉原店@東京都@関東] Score: 1134045076 
926. Riznia  [Extra God]    [仙台レジャーランド一番町店@宮城県@東北] Score: 1133896624 
927. Re.Vive*  [サドマミゴッド]    [アピナ松本店@長野県@信越] Score: 1133567228 
928. RAK  [「誰も知らない おとぎばなし」]    [セガ秋葉原３号館@東京都@関東] Score: 1133557522 
929. KaraKure  [九十九大王]    [セガ今市@栃木県@関東] Score: 1133423483 
930. OCHA  [初代SSS CLASS]    [ラウンドワン横浜駅西口店@神奈川県@関東] Score: 1133026761 
931. SUBWAY  [純情可憐な女の子]    [ｎａｍｃｏ三宮店@兵庫県@近畿] Score: 1132357480 
932. KEISUKE  [グルーヴ皆伝]    [ラウンドワン半田店@愛知県@東海] Score: 1132246685 
933. O.Izumi  [イノベーター]    [ジャムジャムつくば店@茨城県@関東] Score: 1130001424 
934. NYANYA  [大金持ち]    [マックスプラザ善通寺@香川県@四国] Score: 1129187316 
935. KAZjarku  [輝け！ミドリウム！]    [ユーズランド高崎店@群馬県@関東] Score: 1128646163 
936. Himeno  [神・弐級]    [セガ弘前@青森県@東北] Score: 1127542649 
937. MetRoEX  [QLWAKING]    [タイトーステーション柏店@千葉県@関東] Score: 1127189628 
938. KIRBY  [Blue Master Blue]    [アムネット五反田店@東京都@関東] Score: 1127107171 
939. A-Y.s9  [カノン ゴッド]    [ラウンドワン吉祥寺店@東京都@関東] Score: 1126964859 
940. Surabeth  [牛乳プリン]    [セガ代々木@東京都@関東] Score: 1126200151 
941. SAKI  [上上下下ABAB]    [TOM'S WORLD(MING YAO)@Taiwan@海外] Score: 1124545590 
942. TAKE  [magnet god]    [ＡＭフィールド・バイヨン@埼玉県@関東] Score: 1123924075 
943. momonoke  [りんご]    [ＭＡＸＩＭ　ＨＥＲＯ@北海道@北海道] Score: 1123849659 
944. MoyaC.  [I love ATTACK THE MUSIC]    [ギャラクシーゲート函館@北海道@北海道] Score: 1123509046 
945. LDT-Cus  [遠征]    [TOM'S(YILAN MINSHENG)@Taiwan@海外] Score: 1123099322 
946. Xanotch  [グルーヴ三百段]    [ファンタジードーム八戸@青森県@東北] Score: 1122348742 
947. Madras  [つらい]    [セガワールド布施@大阪府@近畿] Score: 1121986521 
948. *SHEEP*  [十二宗家]    [アーバンスクエア大須@愛知県@東海] Score: 1120724752 
949. Pascal*  [Starlight Road God]    [セガ秋葉原@東京都@関東] Score: 1120321071 
950. HAURA  [ＥＸ級序の口]    [アムズ・下通り店@熊本県@九州] Score: 1119767104 
951. NAYU  [TANO*C GOD]    [東京レジャーランド秋葉原店@東京都@関東] Score: 1119320172 
952. nyamo  [THE BLUE KING]    [セガ鳥取@鳥取県@中国] Score: 1119216629 
953. canbin  [magnet master]    [ラウンドワン池袋店@東京都@関東] Score: 1118635087 
954. today  [宮城勢]    [ゲームパニック三郷@埼玉県@関東] Score: 1117562074 
955. Z*  [風林火山]    [タイトーステーション秋葉原店@東京都@関東] Score: 1117159006 
956. asa  [3EX]    [タイトーステーション新宿東口店@東京都@関東] Score: 1116736358 
957. @XUE  [日本勢]    [TOM'S(TAIPEI JINWANNIAN)@Taiwan@海外] Score: 1116080509 
958. AIRIN  [楽園の巫女]    [ｎａｍｃｏ三宮店@兵庫県@近畿] Score: 1115385912 
959. URYU  [全都道府県グルメ完食]    [タイトーステーション和光店@埼玉県@関東] Score: 1115170360 
960. Jadict  [神々が恋した神]    [シネパーク広店@広島県@中国] Score: 1114871985 
961. gatta  [小さな百鬼夜行]    [カプコサーカス新潟東店@新潟県@信越] Score: 1112219714 
962. Naryumi_  [┌[・ ・]┘god]    [ｎａｍｃｏシルクドゥガリバー店@新潟県@信越] Score: 1111969106 
963. TAKE-W.O  [キャッチ・ザ・ハート]    [タイトーステーション溝の口店@神奈川県@関東] Score: 1111827071 
964. JLCExCBY  [GROOVER]    [AMAZONE(ARTHA GADING)@Indonesia@海外] Score: 1111496107 
965. YS000001  [タイトーLOVE]    [ＤＡＩＫＥＩＥＮ@千葉県@関東] Score: 1110683296 
966. 6.Zw!tok  [夢現神]    [セガ明石@兵庫県@近畿] Score: 1109830751 
967. LAI*RAI  [次の曲が始まるのです女神]    [ＧＡＭＥ　ＰＡＮＩＣ京都@京都府@近畿] Score: 1109607070 
968. HPGOVER4  [Starlight Road God]    [STARMU GAME CENTER@Korea@海外] Score: 1109477220 
969. mkt  [リズム感の鬼]    [コムテックタワー@愛知県@東海] Score: 1109181405 
970. S@KRAMnT  [半人半霊の神]    [ｎａｍｃｏ札幌エスタ店@北海道@北海道] Score: 1108424316 
971. Br1ght  [コネクト ゴッド]    [セガ赤羽@東京都@関東] Score: 1108338052 
972. DC  [ペガサス]    [タイトーステーション和光店@埼玉県@関東] Score: 1107427802 
973. TOEN  [HUNGRY GLUTTONS]    [ＭＡＸＩＭ　ＨＥＲＯ@北海道@北海道] Score: 1106810269 
974. JUNSPEC  [しんどい]    [タイトーＢＩＧＢＯＸ高田馬場店@東京都@関東] Score: 1105800602 
975. Re:sei40  [彼女とデートなうって使っていいよ。]    [HOLLYWOOD GAME ZONE@Hong Kong@海外] Score: 1105749543 
976. SRH  [I love "議論 -HEAT UP-"]    [TOM'S(KAOHSIUNG LIUHE)@Taiwan@海外] Score: 1105628984 
977. K.456  [Collapse God]    [ゲームヴィクト盛岡@岩手県@東北] Score: 1105464631 
978. orca.  [駆け出し]    [キャッツアイ篠路店@北海道@北海道] Score: 1104694088 
979. yomIna  [Starlight Road God]    [プラサカプコン横須賀店@神奈川県@関東] Score: 1104622221 
980. th  [神奈川勢]    [タイトーステーション秋葉原店@東京都@関東] Score: 1104350821 
981. YuukaBae  [「一緒に帰ろう」]    [VIRTUALAND(NEX)@Singapore@海外] Score: 1104018546 
982. JeF051  [全都道府県完全制覇]    [ｎａｍｃｏ博多バスターミナル店@福岡県@九州] Score: 1102442970 
983. 703  [I love "東方音銃夢"]    [タイトーステーション新宿東口店@東京都@関東] Score: 1102285247 
984. NAO  [駆け出し]    [ゲームランド（岡崎）@愛知県@東海] Score: 1101822254 
985. taku  [わぁい先生大好き]    [シルクハット川崎ダイス@神奈川県@関東] Score: 1101282424 
986. Seele*V  [迫り来る未来の選択]    [ＣＬＵＢＳＥＧＡ相模大野@神奈川県@関東] Score: 1100941941 
987. ZU  [クラーケン]    [ラウンドワン名古屋西春店@愛知県@東海] Score: 1100482478 
988. G_Krsm  [JUPITER]    [半田メトロポリス@愛知県@東海] Score: 1100367611 
989. G8.inc  [練習中]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1100231748 
990. Alcock.A  [つらい]    [ゲームファンタジアン蒲郡店@愛知県@東海] Score: 1100065731 
991. +MAGURO+  [S級上杉謙信]    [ユーズランド高崎店@群馬県@関東] Score: 1099927695 
992. ELEMENT!  [Ｓ級ロキ]    [AMAZONE(ARTHA GADING)@Indonesia@海外] Score: 1099467792 
993. MORIBITO  [完璧系女子]    [セガワールド船堀@東京都@関東] Score: 1099269166 
994. Yukari  [Get down everybody!]    [タイトーＦステーション燕三条店@新潟県@信越] Score: 1098550853 
995. WINGS  [ヤマビコ神]    [ラウンドワン鹿児島宇宿店@鹿児島県@九州] Score: 1097369199 
996. NatumE  [「燃やせ 燃やせ その心を」]    [セガ伊勢@三重県@東海] Score: 1097276603 
997. M107  [無名の神]    [タイトーステーション梅三小路店@大阪府@近畿] Score: 1096881511 
998. GUNGNIR  [G.O.D]    [パームトップス@神奈川県@関東] Score: 1096509999 
999. Fal5mine  [捏造新聞記者]    [ゲームファンタジアン蒲郡店@愛知県@東海] Score: 1096498742 
1000. sunoaro  [変なTシャツ女神]    [Ｔ／Ｓファボーレ婦中@富山県@北陸] Score: 1096406500 
********************************************************************************************
